ticker,verdict,mos,confidence,alpha_score,explainability,tensions,bull_case,bear_case,key_assumptions,changes_call,note,crosscheck_class,crosscheck_cause
VOLTAS,AVOID,-0.8439277649564274,high,32.3,Weakly-justified,prices a -84% collapse without a distress story in the data,TENSION: prices a -84% collapse without a distress story in the data,model reads the price 84% above fair value; 120x earnings vs sector-normal 38x; thin 8% returns on equity,Rests on: sector-derived discount rate (CONSUMER_DISC); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
PARAS,AVOID,-0.8483538152971181,medium,38.2,Weakly-justified,prices a -85% collapse without a distress story in the data,TENSION: prices a -85% collapse without a distress story in the data,model reads the price 85% above fair value; 108x earnings vs sector-normal 32x; street -17%,Rests on: sector-derived discount rate (TELECOM); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
BHEL,AVOID,-0.8487380885015354,high,42.3,Weakly-justified,prices a -85% collapse without a distress story in the data,TENSION: prices a -85% collapse without a distress story in the data,model reads the price 85% above fair value; 92x earnings vs sector-normal 32x; thin 6% returns on equity; street -21%,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,uncomparable
BEML,AVOID,-0.8560194431511154,high,32.1,Unjustifiable,street sees +26% upside vs the avoid | prices a -86% collapse without a distress story in the data,street consensus +26%; TENSION: street sees +26% upside vs the avoid; TENSION: prices a -86% collapse without a distress story in the data,model reads the price 86% above fair value; 106x earnings vs sector-normal 32x; thin 5% returns on equity,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
MIDHANI,AVOID,-0.866382715231472,medium,38.6,Weakly-justified,prices a -87% collapse without a distress story in the data,street consensus +12%; TENSION: prices a -87% collapse without a distress story in the data,model reads the price 87% above fair value; 58x earnings vs sector-normal 11x; thin 9% returns on equity,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
HFCL,AVOID,-0.8678051027109932,high,40.7,Weakly-justified,prices a -87% collapse without a distress story in the data,TENSION: prices a -87% collapse without a distress story in the data,model reads the price 87% above fair value; 100x earnings vs sector-normal 32x; thin 7% returns on equity,Rests on: sector-derived discount rate (TELECOM); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
GODREJPROP,AVOID,-0.8680264682857479,high,38.3,Weakly-justified,prices a -87% collapse without a distress story in the data,street consensus +9%; TENSION: prices a -87% collapse without a distress story in the data,model reads the price 87% above fair value; 34x earnings vs sector-normal 20x; thin 10% returns on equity,Rests on: sector-derived discount rate (REALTY); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
LENSKART,AVOID,-0.8694322511572679,high,19.2,Weakly-justified,prices a -87% collapse without a distress story in the data,TENSION: prices a -87% collapse without a distress story in the data,model reads the price 87% above fair value; 186x earnings vs sector-normal 42x; thin 6% returns on equity,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
AVANTEL,AVOID,-0.8718841421699314,medium,25.9,Weakly-justified,prices a -87% collapse without a distress story in the data,TENSION: prices a -87% collapse without a distress story in the data,model reads the price 87% above fair value; 314x earnings vs sector-normal 32x; thin 4% returns on equity,Rests on: sector-derived discount rate (TELECOM); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
BLACKBUCK,AVOID,-0.8732116743658852,medium,43.7,Unjustifiable,street sees +27% upside vs the avoid | prices a -87% collapse without a distress story in the data,street consensus +27%; TENSION: street sees +27% upside vs the avoid; TENSION: prices a -87% collapse without a distress story in the data,model reads the price 87% above fair value; 66x earnings vs sector-normal 25x,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
INOXGREEN,AVOID,-0.8789630790239368,medium,38.4,Weakly-justified,prices a -88% collapse without a distress story in the data,TENSION: prices a -88% collapse without a distress story in the data,model reads the price 88% above fair value; 68x earnings vs sector-normal 15x; thin 6% returns on equity,Rests on: sector-derived discount rate (CONSTRUCTION); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
WHEELS,AVOID,-0.8863119833938858,medium,35.7,Weakly-justified,prices a -89% collapse without a distress story in the data,TENSION: prices a -89% collapse without a distress story in the data,model reads the price 89% above fair value; 121x earnings vs sector-normal 11x; street -80%,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
ATGL,AVOID,-0.8869264533819352,high,36.8,Weakly-justified,prices a -89% collapse without a distress story in the data,TENSION: prices a -89% collapse without a distress story in the data,model reads the price 89% above fair value; 118x earnings vs sector-normal 12x,Rests on: sector-derived discount rate (ENERGY); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
ITI,AVOID,-0.8958248456856958,high,42.6,Weakly-justified,prices a -90% collapse without a distress story in the data,returns on equity of 15% evidence a real franchise; TENSION: prices a -90% collapse without a distress story in the data,model reads the price 90% above fair value; 94x earnings vs sector-normal 32x,Rests on: sector-derived discount rate (TELECOM); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
PREMEXPLN,AVOID,-0.8973423592020803,medium,48.0,Weakly-justified,prices a -90% collapse without a distress story in the data,returns on equity of 16% evidence a real franchise; street consensus +7%; TENSION: prices a -90% collapse without a distress story in the data,model reads the price 90% above fair value; 78x earnings vs sector-normal 26x,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
IGIL,AVOID,-0.8982258643738463,high,39.6,Unjustifiable,street sees +40% upside vs the avoid | prices a -90% collapse without a distress story in the data,street consensus +40%; TENSION: street sees +40% upside vs the avoid; TENSION: prices a -90% collapse without a distress story in the data,model reads the price 90% above fair value; 109x earnings vs sector-normal 28x; thin 9% returns on equity,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
MBAPL,AVOID,-0.8990170529090318,medium,49.9,Weakly-justified,prices a -90% collapse without a distress story in the data,TENSION: prices a -90% collapse without a distress story in the data,model reads the price 90% above fair value,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Method-limited-unchecked,input-gap: spot multiples/ROE unavailable to this method
GRWRHITECH,AVOID,-0.9050723734124484,medium,42.1,Weakly-justified,prices a -91% collapse without a distress story in the data,TENSION: prices a -91% collapse without a distress story in the data,model reads the price 91% above fair value; 147x earnings vs sector-normal 28x,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
